deal_event_id,member_deal_ids,acquirer,target,company,src,Currency,Final_Classification,Classification_Confidence,Eligibility,InnovationDeal,is_primary_innovation,is_alternative,completion_year,calendar_year,RelativeYear,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,log_assets,leverage
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2008,-4,,,,815.947,174.454,,12.7314,,21.3806,6.704349401874309,21.3806
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2009,-3,747.524,169.363,110.56,823.479,111.261,69.445,13.4876,22.6565,13.5111,6.713538048381794,13.5111
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2010,-2,728.134,155.084,108.571,901.074,116.877,68.841,12.5912,21.2988,12.9709,6.803587385201369,12.9709
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2011,-1,762.036,166.15,116.434,977.464,162.689,55.956,12.3962,21.8034,16.644,6.884961462536828,16.644
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2012,0,828.317,181.203,118.484,1086.888,193.245,63.407,11.4791,21.876,17.7797,6.991073845934084,17.7797
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2013,1,941.63,209.235,133.678,1283.811,311.092,74.725,11.2775,22.2205,24.2319,7.157588277153791,24.2319
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2014,2,987.356,234.942,161.187,1375.225,323.035,85.267,12.1237,23.7951,23.4896,7.226372633077339,23.4896
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2015,3,1047.676,282.228,198.792,1468.886,326.933,76.736,13.9792,26.9385,22.2572,7.292259569350429,22.2572
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2016,4,1153.942,340.416,237.406,1560.743,349.761,83.71,15.6723,29.5003,22.4099,7.35291726890857,22.4099
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2017,5,1288.123,408.738,288.762,2056.407,680.749,100.256,15.9663,31.7313,33.1038,7.628715564182558,33.1038
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2018,6,1352.235,444.913,312.376,2161.265,788.135,109.693,14.8127,32.902,36.4664,7.678448977401408,36.4664
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2019,7,1481.848,467.142,368.825,2808.93,1100.553,129.681,14.8415,31.5243,39.1805,7.9405589068934175,39.1805
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2020,8,1448.867,469.523,354.984,2711.654,1061.059,146.236,12.8604,32.4062,39.1296,7.905314059800179,39.1296
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2021,9,1580.074,517.293,385.966,2816.199,990.716,166.138,13.9644,32.7385,35.1792,7.943143382394731,35.1792
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2022,10,1853.307,551.5,312.336,3998.823,1716.52,220.102,9.1661,29.7576,42.9256,8.293755346802001,42.9256
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2023,11,2082.331,628.507,389.214,4208.131,1808.9,255.747,9.485,30.1829,42.9858,8.344773885111689,42.9858
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2003,-11,,,,25.9837,2.9128,,,,11.2102,3.2574694183461146,11.2102
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2004,-10,4.1212,-12.8444,-11.7044,14.4403,2.0567,,-58.9502,-311.6661,14.2428,2.670022908872139,14.2428
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2005,-9,6.578,-14.0303,-11.422,36.0846,0.1281,,-45.2319,-213.2917,0.3551,3.5858661815244584,0.3551
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2006,-8,12.3319,-12.4008,-9.4641,40.1545,0.0201,,-24.4471,-100.5588,0.05,3.692734513813431,0.05
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2007,-7,20.7327,-16.2058,-10.5427,317.5569,0.6037,,-5.8636,-78.1653,0.1901,5.760657014874512,0.1901
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2008,-6,35.788,-35.3326,-27.2485,253.7882,0.0,,-9.1974,-98.7275,0.0,5.536500060897628,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2009,-5,37.5377,-24.4236,-20.0923,201.6928,7.1338,38.8611,-8.5958,-65.0641,3.537,5.306745747743951,3.537
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2010,-4,45.2923,-17.2811,-11.5207,194.6442,0.0,41.1132,-5.6667,-38.1546,0.0,5.271173276540856,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2011,-3,50.4944,-12.7119,-10.3578,189.7341,0.0,41.4313,-5.1613,-25.1748,0.0,5.245623618298384,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2012,-2,38.2593,-16.1153,-5.1012,198.2682,0.0,38.0274,-2.6434,-42.1212,0.0,5.289620659579983,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2013,-1,37.4503,-14.3662,-7.2445,185.1516,0.0,37.9414,-3.6703,-38.3607,0.0,5.221174948964195,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2014,0,43.279,-4.3872,-2.7272,373.6631,0.0,33.2003,-0.9899,-10.137,0.0,5.923354589309432,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2015,1,73.9317,-8.9228,4.7163,406.0795,0.0,46.0161,1.2292,-12.069,0.0,6.006548953240789,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2016,2,98.322,0.6828,6.8279,361.4625,0.0,57.4911,1.7262,0.6944,0.0,5.890158301778196,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2017,3,168.9625,-94.756,-97.8384,808.2677,0.0,68.8408,-17.0666,-56.0811,0.0,6.694893315530622,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2018,4,181.3981,-62.0483,-99.6842,691.6141,0.0,54.0239,-13.1652,-34.2056,0.0,6.539028141108543,0.0
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2019,5,203.3469,-26.8012,-25.2045,626.83,8.9766,53.8305,-3.8365,-13.18,1.4321,6.440675371493497,1.4321
EVT-366076A1,CTL-0263;CTL-0264,Vectura Group Ltd,Vectura GmbH,Vectura Group Ltd,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2014,2020,6,214.4555,8.8888,137.7196,743.6864,4.6899,26.7788,20.4563,4.1448,0.6306,6.611619440598386,0.6306
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2009,-6,69.744,,15.2975,129.4513,,,,,,4.863304748634568,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2010,-5,123.2183,,38.8204,161.9857,,,,,,5.087508059731278,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2011,-4,148.1246,,47.2064,141.5448,,,,,,4.952616274747479,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2012,-3,167.2438,,67.8918,168.292,,,,,,5.125700565901795,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2013,-2,196.8764,,95.8084,260.6994,,,,,,5.563368019440835,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2014,-1,205.7777,,4.23,215.8943,,,,,,5.374788936060621,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2015,0,195.0318,,3.9221,209.5323,,,,,,5.344877904089179,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2016,1,182.6237,,4.9761,192.6005,,,,,,5.260618095414653,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2017,2,202.317,,1.39,242.7621,,,,,,5.49208195144927,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2018,3,242.6511,,1.8638,275.2399,,,,,,5.617643081014928,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2019,4,239.4553,,1.1143,278.5705,,,,,,5.62967116916359,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2020,5,265.025,,4.1033,321.4451,,,,,,5.772826767043298,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2021,6,346.6084,,1.7948,420.4532,,,,,,6.041333177143035,
EVT-38D7BC64,CTL-0186,Swedbank Robur Fonder AB,Camurus AB,Swedbank Robur Fonder AB,control,EUR,Ineligible transaction,High,Ineligible,0,0,0,2015,2022,7,291.979,,0.4551,339.9154,,,,,,5.828696763119085,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2010,-3,673.462,152.985,106.303,743.163,,,,22.7162,,6.610915401545582,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2011,-2,780.392,168.169,-15.483,624.508,,,-2.2641,21.5493,,6.4369641397317805,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2012,-1,913.109,263.46,-6.868,736.428,,,-1.0093,28.8531,,6.601811471449762,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2013,0,980.225,336.114,1.797,804.465,,,0.2332,34.2895,,6.690177460203271,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2017,4,1023.166,99.855,59.792,1543.309,,,,9.7594,,7.3416840915492125,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2018,5,1024.395,96.268,35.637,1451.442,,,2.38,9.3975,,7.2803128240028645,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2019,6,1093.771,137.541,75.045,1570.886,,,4.966,12.5749,,7.35939507037757,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2020,7,981.548,38.833,2.961,1717.918,,,0.1801,3.9563,,7.448868371486582,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2021,8,1063.258,49.714,23.317,1582.733,,,1.4129,4.6756,,7.366908378567311,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2022,9,1378.844,195.078,124.751,1864.039,,,7.2387,14.1479,,7.53050091777344,
EVT-491D983A,CTL-0279,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,Merz Pharma GmbH & Co KGaA,control,EUR,Alternative-rationale,High,Broader (majority control-transfer),0,0,1,2013,2023,10,1641.873,210.727,167.87,1950.526,93.854,201.76,8.8015,12.8345,4.8117,7.575854358773275,4.8117
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2009,-6,154.807,16.746,14.939,267.79,,,,10.8173,,5.590203091260391,
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2010,-5,544.816,61.908,45.814,576.781,,,10.8491,11.3631,,6.357462645067583,
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2011,-4,476.284,63.275,40.503,339.632,6.512,,8.8395,13.2851,1.9174,5.827862678502088,1.9174
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2012,-3,465.168,53.301,36.593,369.475,16.926,,10.3209,11.4584,4.5811,5.912083079100636,4.5811
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2013,-2,477.3452,46.2923,29.6136,393.0043,12.2402,,7.7677,9.6979,3.1145,5.973820553285231,3.1145
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2014,-1,523.314,53.404,33.196,418.634,0.0,,8.18,10.205,0.0,6.036997029838181,0.0
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2015,0,566.618,51.281,35.525,536.09,0.596,,7.4419,9.0504,0.1112,6.284302057423182,0.1112
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2016,1,257.9042,17.3628,53.4516,444.3223,0.0,,10.9039,6.7323,0.0,6.096550199994497,0.0
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2017,2,296.842,24.098,53.317,502.492,0.0,,11.2624,8.1181,0.0,6.21957971940849,0.0
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2018,3,681.779,88.516,59.408,638.207,8.422,,10.4161,12.9831,1.3196,6.458662682132472,1.3196
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2019,4,724.113,100.631,63.178,804.974,122.486,77.861,8.7554,13.8971,15.2161,6.6908099787603215,15.2161
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2020,5,637.691,86.2,57.592,805.374,138.161,89.881,7.1527,13.5175,17.1549,6.691306765800423,17.1549
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2021,6,637.845,77.341,64.989,799.842,136.189,,8.0972,12.1254,17.027,6.684414208162234,17.027
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2022,7,764.75,120.905,62.383,864.17,135.136,,7.4979,15.8097,15.6377,6.761769508708751,15.6377
EVT-4AA783E7,CTL-0207,Zambon SpA,Nigaard Pharma AS,Zambon SpA,control,EUR,Alternative-rationale,Medium,Broader (majority control-transfer),0,0,1,2015,2023,8,842.667,140.376,92.032,952.373,138.531,,10.1327,16.6585,14.5459,6.858956764777844,14.5459
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2006,-7,,,,1214.273,14.975,,13.3538,,1.2332,7.101900822780042,1.2332
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2007,-6,,,,1322.922,19.746,,11.8722,,1.4926,7.187598205460828,1.4926
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2008,-5,,,,1564.418,173.339,,10.1521,,11.0801,7.355269148823859,11.0801
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2009,-4,1112.383,172.47,156.584,1576.868,32.995,197.293,9.9694,15.5046,2.0924,7.363195880225739,2.0924
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2010,-3,1170.298,223.903,95.271,1678.194,22.097,214.033,5.8537,19.1321,1.3167,7.4254734941703715,1.3167
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2011,-2,1210.17,194.433,0.424,1633.391,22.718,234.61,0.0256,16.0666,1.3908,7.398413500929811,1.3908
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2012,-1,1277.405,195.829,-27.932,1561.874,23.667,248.154,-1.7483,15.3302,1.5153,7.35364166133291,1.5153
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2013,0,1281.8,228.0,152.5,1565.3,25.2,195.8,9.7532,17.7875,1.6099,7.355832777894177,1.6099
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2014,1,1332.4,260.5,153.5,1713.3,25.2,186.9,9.3638,19.5512,1.4708,7.446176614338927,1.4708
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2015,2,1520.2,322.5,189.9,1938.0,39.2,192.6,10.4018,21.2143,2.0227,7.569411792450712,2.0227
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2016,3,1671.2,403.9553,225.9,2423.5,358.2,231.3,10.3588,24.1716,14.7803,7.792968055285431,14.7803
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2017,4,2011.7,381.6789,272.3,3072.0,693.0,265.8,9.9099,18.973,22.5586,8.030084094267563,22.5586
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2018,5,2348.4,571.3459,389.5,3377.4,587.4,302.1,12.0786,24.3292,17.3921,8.124861461698035,17.3921
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2019,6,2692.8,698.9,-50.7,4306.9,1469.4,388.8,-1.3196,25.9544,34.1173,8.367973666767387,34.1173
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2020,7,2686.2,742.9,548.0,4317.2,1168.2,405.6,12.7086,27.6562,27.0592,8.370362322951191,27.0592
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2021,8,2748.6,903.7,646.6,4990.5,786.6,424.4,13.8939,32.8786,15.7619,8.515291384126641,15.7619
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2022,9,3156.5,1011.7,648.6,5607.9,771.6,445.3,12.2396,32.0513,13.7592,8.631931596886396,13.7592
EVT-4EFF0E8A,CTL-0281,Ipsen S.A.,"Syntaxin, Ltd.",Ipsen SA,control,EUR,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2023,10,3306.4,793.5,644.4,6323.0,462.9,619.3,10.8022,23.9989,7.3209,8.751949058058614,7.3209
EVT-65D701BB,CTL-0107,Vaxart Inc,Vaxart Inc; Vaxart Inc,Vaxart Inc,control,EUR,Mixed / borderline,Medium,"Broader (merger, surviving entity)",0,0,0,2018,2005,-13,,,,277.5264,103.6948,,-36.8805,,37.3639,5.625916063796565,37.3639
EVT-65D701BB,CTL-0107,Vaxart Inc,Vaxart Inc; Vaxart Inc,Vaxart Inc,control,EUR,Mixed / borderline,Medium,"Broader (merger, surviving entity)",0,0,0,2018,2006,-12,,,,201.59,82.8819,,-19.7562,,41.1141,5.306235931792332,41.1141
