Deal_ID,Provisional_Classification,Acquirer_Normalized,Completion_Year,dup_drop,eligible_strict,fin_pre,fin_post,pat_pre,pat_post,in_H2_preferred,in_H1_preferred
CTL-0280,Borderline/mixed motive,perrigo,2013,False,False,0,0,0,0,False,False
CTL-0281,Borderline/mixed motive,ipsen s a,2013,False,False,3,3,2,3,True,True
CTL-0282,Alternative rationale,fuhrer family,2013,False,False,0,0,0,0,False,False
CTL-0283,Borderline/mixed motive,medicines,2013,False,True,0,0,0,0,False,False
CTL-0284,Borderline/mixed motive,gsk,2013,True,False,0,0,0,0,False,False
CTL-0285,Alternative rationale,pharmstandard,2013,False,False,0,0,0,0,False,False
CTL-0286,Alternative rationale,opko health,2013,False,False,0,0,0,0,False,False
CTL-0287,Alternative rationale,amdipharm mercury,2013,False,False,0,0,0,0,False,False
CTL-0288,Borderline/mixed motive,shire,2013,True,False,0,0,0,0,False,False
CTL-0289,Alternative rationale,care uk,2013,False,False,0,0,0,0,False,False
CTL-0290,Alternative rationale,eurofins scientific,2013,False,False,0,0,0,0,False,False
CTL-0291,Borderline/mixed motive,,2013,False,False,0,0,0,0,False,False
CTL-0292,Alternative rationale,advanced accelerator applications,2013,False,True,0,0,0,0,False,False
CTL-0293,Alternative rationale,alvogen,2012,False,False,0,0,0,0,False,False
CTL-0294,Alternative rationale,,2013,False,False,0,0,0,0,False,False
CTL-0295,Alternative rationale,hospiten gestion,2012,False,False,0,0,0,0,False,False
CTL-0296,Alternative rationale,basf,2013,False,False,0,0,0,0,False,False
CTL-0297,Alternative rationale,illumina,2012,False,True,0,0,0,0,False,False
CTL-0298,Alternative rationale,recordati s p a,2012,False,True,3,3,0,0,True,False
CTL-0299,Alternative rationale,enara,2012,False,False,0,0,0,0,False,False
CTL-0300,Alternative rationale,cfao,2012,False,False,0,0,0,0,False,False
CTL-0301,Alternative rationale,dermapharm,2012,False,False,0,0,0,0,False,False
CTL-0302,Borderline/mixed motive,upsher smith laboratories,2012,False,True,0,0,0,0,False,False
CTL-0303,Alternative rationale,carefusion,2012,False,False,0,0,0,0,False,False
CTL-0304,Alternative rationale,agilent technologies,2012,False,True,0,0,0,0,False,False
CTL-0305,Alternative rationale,active assistance,2012,False,False,0,0,0,0,False,False
CTL-0306,Alternative rationale,novavision,2012,False,True,0,0,0,0,False,False
