Deal_ID,Relative_Year,Calendar_Year,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,Provisional_Classification,Provisional_Confidence,Initial_Group,screen_group,Completion_Year,Acquirer_Normalized,Target_Normalized,Acquirer_Raw,Target_Raw,Deal_Subtype_Level_3,Deal_Country_s,Deal_Value_USD_m,Financial_Currency,Multiple_Deal_Acquirer,dup_drop,eligible_strict,eligible_broad,Post_Excluding_t0,is_t0,Innovation_Deal,Treatment_x_Post,n_pre,n_post,preferred,minimal,balanced,in_strict_group
TRT-0027,-3,2012,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0027,-2,2013,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0027,-1,2014,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0027,0,2015,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0027,1,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0027,2,2017,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0027,3,2018,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,biogaia ab,metabogen ab,BioGaia AB,MetaboGen AB,Minority Acquisition,Sweden,0.0,,Yes,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0028,-3,2012,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,0,0,1.0,0.0,1,3,False,False,False,True
TRT-0028,-2,2013,0.6236,-10.9476,,7.1651,9.4198,8.0488,,-1755.5556,131.4676,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,0,0,1.0,0.0,1,3,False,False,False,True
TRT-0028,-1,2014,10.0952,-14.4148,-12.8284,104.514,0.0,17.7286,-24.9578,-142.7889,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,0,0,1.0,0.0,1,3,False,False,False,True
TRT-0028,0,2015,65.7915,-12.2281,-35.3474,443.4244,0.0,52.8728,-12.8916,-18.5862,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,0,1,1.0,0.0,1,3,False,False,False,True
TRT-0028,1,2016,45.8136,-64.9613,-82.3942,415.8633,0.0,79.2936,-19.8054,-141.7948,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,1,0,1.0,1.0,1,3,False,False,False,True
TRT-0028,2,2017,15.2911,-94.4247,-81.4833,370.2612,0.0,79.2826,-20.7896,-617.5126,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,1,0,1.0,1.0,1,3,False,False,False,True
TRT-0028,3,2018,12.7858,-82.5163,-80.812,312.176,0.0,64.2686,-23.7611,-671.8367,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,chinook therapeutics,bionovion b v,Chinook Therapeutics Inc,BioNovion Holding B.V.,100% Acquisition,The Netherlands,32.0,EUR,No,False,True,True,1,0,1.0,1.0,1,3,False,False,False,True
TRT-0029,-3,2012,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0029,-2,2013,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0029,-1,2014,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0029,0,2015,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0029,1,2016,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0029,2,2017,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0029,3,2018,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2015,stallergenes greer,greer laboratories stallergenes stallergenes greer,Stallergenes Greer Ltd,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,,"France , United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0030,-3,2012,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0030,-2,2013,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0030,-1,2014,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0030,0,2015,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,0,1,,,0,0,False,False,False,False
TRT-0030,1,2016,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0030,2,2017,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0030,3,2018,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2015,stada arzneimittel,sciotec diagnostic technologies,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,100% Acquisition,Austria,20.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0031,-3,2012,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0031,-2,2013,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0031,-1,2014,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0031,0,2015,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0031,1,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0031,2,2017,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0031,3,2018,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0032,-3,2012,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0032,-2,2013,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0032,-1,2014,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0032,0,2015,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0032,1,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0032,2,2017,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0032,3,2018,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2015,auspex pharmaceuticals,imphar,Auspex Pharmaceuticals Inc,imphar AG,100% Acquisition,Germany,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0033,-3,2011,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0033,-2,2012,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0033,-1,2013,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0033,0,2014,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0033,1,2015,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0033,2,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0033,3,2017,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2014,cadila pharmaceuticals sweden ab,biochromix newco ab,Cadila Pharmaceuticals Sweden AB,BioChromix NewCo AB,100% Acquisition,Sweden,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0034,-3,2011,0.0,-13.184,-16.635,95.829,0.082,8.998,-15.9369,,0.0856,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,0,0,,,3,3,True,True,True,False
TRT-0034,-2,2012,7.614,-6.619,-10.247,84.147,0.157,6.471,-11.3871,-114.8805,0.1866,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,0,0,,,3,3,True,True,True,False
TRT-0034,-1,2013,0.436,-14.224,-18.145,72.178,0.152,3.685,-23.2145,-2537.844,0.2106,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,0,0,,,3,3,True,True,True,False
TRT-0034,0,2014,5.982,-20.921,-23.158,150.041,16.538,4.432,-20.8425,-360.5316,11.0223,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,0,1,,,3,3,True,True,True,False
TRT-0034,1,2015,0.067,-19.639,-27.939,163.348,3.941,6.159,-17.8302,-30931.3433,2.4126,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
TRT-0034,2,2016,0.016,-6.929,-19.035,148.748,0.985,12.168,-12.1982,-48650.0,0.6622,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
TRT-0034,3,2017,15.08,-17.534,-3.618,152.252,0.05,9.75,-2.404,-122.7984,0.0328,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
TRT-0035,-3,2011,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0035,-2,2012,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0035,-1,2013,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0035,0,2014,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0035,1,2015,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0035,2,2016,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0035,3,2017,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2014,productlife,kohne pharma,ProductLife Group,Kohne Pharma GmbH,Majority Acquisition,"France , Germany",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0036,-3,2010,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0036,-2,2011,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0036,-1,2012,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0036,0,2013,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0036,1,2014,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0036,2,2015,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0036,3,2016,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2013,correvio pharma,correvio international sarl,Correvio Pharma Corp.,Correvio International Sarl,100% Acquisition,Switzerland,23.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0037,-3,2010,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0037,-2,2011,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0037,-1,2012,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0037,0,2013,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0037,1,2014,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0037,2,2015,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0037,3,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2013,abzena uk,antitope,Abzena UK Ltd,Antitope Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0038,-3,2010,33112.4809,6050.5618,1905.6704,49259.908,17613.654,4623.0584,3.8405,13.5355,35.7566,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0038,-2,2011,31564.1246,9666.2034,6063.4191,49159.7006,17831.76,4396.8721,12.6299,28.5975,36.2731,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0038,-1,2012,32595.1901,9646.2327,5548.2487,51052.0877,22524.8984,4419.854,10.8986,27.8499,44.1214,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0038,0,2013,31221.028,8845.0745,6403.2261,50561.8011,21919.4046,4119.2203,13.0099,26.6704,43.3517,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,1,1.0,0.0,3,3,True,True,True,True
TRT-0038,1,2014,28547.6471,7446.5109,3419.8607,52345.7216,24187.8929,3952.1975,6.6621,15.5568,46.208,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,1,0,1.0,1.0,3,3,True,True,True,True
