Source_File,Company_or_Group,Deal_ID,Completion_Year,Calendar_Year,Relative_Year,Within_Event_Window,Coverage_Basis,Patent_Family_Count,Citation_Weighted_Output,Observed_Min_Year,Observed_Max_Year
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2012,-3,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2013,-2,Yes,Inferred from observed earliest-priority-year range,3,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2014,-1,Yes,Inferred from observed earliest-priority-year range,2,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2015,0,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2016,1,Yes,Inferred from observed earliest-priority-year range,3,4,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2017,2,Yes,Inferred from observed earliest-priority-year range,2,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2018,3,Yes,Inferred from observed earliest-priority-year range,1,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2019,4,No,Inferred from observed earliest-priority-year range,1,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2020,5,No,Inferred from observed earliest-priority-year range,2,0,2011,2021
Zambon SpA.csv,Zambon SpA,CTL-0207,2015,2021,6,No,Inferred from observed earliest-priority-year range,4,0,2011,2021
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2011,-8,No,Inferred from observed earliest-priority-year range,2,1,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2012,-7,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2013,-6,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2014,-5,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2015,-4,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2016,-3,Yes,Inferred from observed earliest-priority-year range,1,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2017,-2,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2018,-1,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2019,0,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0055,2019,2020,1,Yes,Inferred from observed earliest-priority-year range,1,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2011,-9,No,Inferred from observed earliest-priority-year range,2,1,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2012,-8,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2013,-7,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2014,-6,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2015,-5,No,Inferred from observed earliest-priority-year range,3,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2016,-4,No,Inferred from observed earliest-priority-year range,1,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2017,-3,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2018,-2,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2019,-1,Yes,Inferred from observed earliest-priority-year range,0,0,2011,2020
Zentiva Group AS.csv,Zentiva Group AS,CTL-0038,2020,2020,0,Yes,Inferred from observed earliest-priority-year range,1,0,2011,2020
