Source_File,Company_Detected,Currency,Mapped_Deal_ID,Mapping_Status,Year,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,Extraction_Notes
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2012,,4.8265,,95.7257,,,5.7194,82.9825,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2013,,6.5238,,103.6479,,,6.0665,81.9539,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2014,,12.891,,264.8229,,,6.9912,89.1114,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2015,,,,,,,,,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2016,,113.7336,,414.9714,0.0,,,98.3778,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2017,,19.8088,,458.8717,0.0,,4.4884,91.1781,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2018,,12.6743,,538.6484,17.1185,,3.2539,76.1274,3.178,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2019,,166.8558,,890.9543,23.5852,,23.6081,95.7042,2.6472,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2020,,-23.2304,,851.7258,30.0069,,7.5956,-357.3914,3.5231,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2021,,46.584,,779.869,0.021,,5.2352,85.7143,0.0027,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2017,63.053,-16.2988,-16.6421,62.8922,8.7831,28.5297,-26.461309987566025,-25.8493,13.9653,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2018,123.9956,-14.89,-95.3275,108.5487,25.9134,40.2861,-112.5306,-75.7035,23.8726,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2019,219.679,-25.4233,-27.9194,539.6055,26.4663,74.2383,-8.5592,-12.4335,4.9047,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2020,262.1456,-467.4077,-476.0814,760.1971,51.5157,500.8114,-70.702,-178.7355,6.7766,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2021,414.9375,-44.6957,-49.2546,894.8059,71.9989,179.1348,-5.9772,-10.6532,8.0463,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2022,491.3787,-159.8038,-157.954,960.6759,88.8582,252.7901,-16.2125,-32.5215,9.2495,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2023,572.2165,-188.9878,-235.9229,872.3274,86.1985,250.0108,-25.5851,-42.883,9.8814,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2024,564.7641,-179.8995,-168.8666,887.6568,79.827,244.7538,-19.3894,-31.8539,8.993,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_s511qg5q(1).xlsx,10X Genomics Inc (TXG US) - Adjusted,EUR,,Unmatched,2025,569.7795,-98.2852,-38.5961,887.3253,71.8822,211.5164,-4.4433,-9.4871,8.101,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2006,,,,37514.8032,8059.9644,,21.7255,32.9343,21.4848,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2007,,,,,14372.2977,,,33.8748,34.0967,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2008,,,,41149.0701,16908.5878,,,32.252,41.0911,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2009,31852.9222,9972.0037,6210.4665,48296.3908,18318.1938,4436.3683,13.4484,30.2735,37.9287,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2010,33112.4809,6050.5618,1905.6704,49259.908,17613.654,4623.0584,3.8405,13.5355,35.7566,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2011,31564.1246,9666.2034,6063.4191,49159.7006,17831.76,4396.8721,12.6299,28.5975,36.2731,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2012,32595.1901,9646.2327,5548.2487,51052.0877,22524.8984,4419.854,10.8986,27.8499,44.1214,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2013,31221.028,8845.0745,6403.2261,50561.8011,21919.4046,4119.2203,13.0099,26.6704,43.3517,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2014,28547.6471,7446.5109,3419.8607,52345.7216,24187.8929,3952.1975,6.6621,15.5568,46.208,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2015,32954.9709,7646.7434,11601.6706,72471.3201,22552.5389,4321.3537,17.9007,43.3432,31.1193,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2016,34143.3059,9044.8114,1116.5225,69152.8345,21993.2256,4295.9181,1.6209,9.5055,31.8038,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2017,34461.5002,8567.9971,1748.9902,63425.1076,19224.0589,4460.3817,2.6537,14.2516,30.3099,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2018,34834.0901,9319.6816,4094.7376,64627.0727,29009.059,4271.0498,6.3313,18.0526,44.8869,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2019,38495.6256,9304.0029,5297.5108,94127.2594,36034.1619,5021.5157,6.7437,20.5131,38.2824,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2020,38366.8244,9274.6923,6468.5438,89812.9719,30316.9448,5263.4976,7.1807,23.1473,33.7556,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2021,28732.6186,6664.2549,5101.7384,94032.9444,28735.4255,5382.1305,5.4973,17.6263,30.5589,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2022,34401.1243,8708.2099,17545.465,67934.4887,23704.6705,6045.1846,21.4809,21.9752,34.8934,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2023,34880.1114,9290.4755,5667.6731,68065.8727,20784.8639,6695.8589,8.2719,22.2764,30.5364,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2024,37069.503,9639.5358,3042.2607,71931.3264,20547.6601,7180.9166,4.3472,12.857,28.5657,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
GSK(1).xlsx,GSK PLC (GSK LN) - Adjusted,EUR,TRT-0038,Mapped,2025,38141.3288,10468.5203,6673.886,70054.4765,20310.9611,7769.0759,9.4808,24.2538,28.9931,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2010,18.2153,2.3535,1.2846,31.4,13.8159,,4.0910828025477715,12.9202,44.0145,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2011,24.838,2.892,1.156,47.1,21.26,,2.9452229299363055,11.6434,45.1821,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2012,25.914,3.475,1.568,55.5,22.273,,3.0565302144249515,13.4097,40.1554,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2013,28.776,4.711,2.453,58.5,18.726,,4.303508771929824,16.3713,32.0196,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2014,29.846,5.41,2.798,68.8,23.423,,4.395915161036921,18.1264,34.0342,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2015,29.619,5.629,3.069,68.8,21.234,,4.460755813953488,19.0047,30.8522,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2016,27.209,3.524,1.849,73.6,26.072,,2.5969101123595513,12.9516,35.4205,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2017,29.488,5.632,3.996,95.3,23.579,,4.731793960923624,19.0993,24.7403,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2018,31.352,5.905,3.791,114.0,18.189,,3.622551361681796,18.8345,15.9525,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2019,32.326,5.725,3.984,131.4,14.006,,3.2469437652811735,17.7102,10.6609,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2021,35.922,-0.207,-2.123,216.7,97.828,,-0.9796954314720813,-0.5762,45.1513,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2022,37.277,-2.055,-4.036,217.3,95.296,,-1.8599078341013824,-5.5128,43.8481,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Medipass Spa IT(1).xlsx,Medipass Spa/IT (1165955D IM) - Income Statement,EUR,,Unmatched,2023,38.659,-3.71,-4.974,200.9,81.772,,-2.378766140602582,-9.5967,40.7036,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2006,,,,91.409,0.051000000000000004,,-34.7356,-276.8224,0.0558,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2007,,,,189.461,0.028999999999999998,,-22.8889,-180.3977,0.0153,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2008,,,,123.619,0.019,,-47.2001,-2356.1273,0.0154,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2009,1.119,-56.251,-60.35,157.425,0.013000000000000001,46.014,-42.947,-5539.3208,0.0083,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2010,7.423,-26.705,-43.951,112.932,0.113,27.886,-32.5133,-592.7118,0.1001,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2011,0.0,-13.184,-16.635,95.829,0.082,8.998,-15.9369,,0.0856,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2012,7.614,-6.619,-10.247,84.147,0.157,6.471,-11.3871,-114.8805,0.1866,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2013,0.436,-14.224,-18.145,72.178,0.152,3.685,-23.2145,-2537.844,0.2106,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2014,5.982,-20.921,-23.158,150.041,16.538,4.432,-20.8425,-360.5316,11.0223,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2015,0.067,-19.639,-27.939,163.348,3.941,6.159,-17.8302,-30931.3433,2.4126,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2016,0.016,-6.929,-19.035,148.748,0.985,12.168,-12.1982,-48650.0,0.6622,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2017,15.08,-17.534,-3.618,152.252,0.05,9.75,-2.404,-122.7984,0.0328,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2018,4.717,-20.668,-18.391,138.59,0.08499999999999999,16.331,-12.6467,-438.1598,0.0613,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2019,8.26,-18.332,-18.922,142.806,12.649,17.747,-13.4487,-221.937,8.8575,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2020,14.423,-6.76,-18.098,142.266,19.075,12.728,-12.6971,-46.8696,13.408,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2021,8.583,-18.25,-43.761,114.609,21.506,17.91,-34.0718,-536.0597,18.7647,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2022,5.454,-19.262,-31.285,75.842,25.297,0.0,-32.8536,-353.172,33.3549,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2023,6.903,-17.056,-20.881,52.978,25.153,0.0,-32.4189,-247.081,47.4782,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2024,7.859,-9.854,-22.39,24.421,15.146,0.0,-57.856,-125.3849,62.0204,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
NICOX(1).xlsx,Nicox (ALCOX FP) - Standardized,EUR,TRT-0034,Mapped,2025,16.771,6.629,-2.413,10.373,0.404,,-13.8702,27.5893,3.8947,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2006,,,,77763.0,6944.0,,4.8729,20.1917,8.9297,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2007,,,,71914.0,5941.0,,7.0325,21.7667,8.2613,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2008,,,,71987.0,2556.0,,5.3523,22.2646,3.5506,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2009,30749.0,7818.0,5265.0,80251.0,8819.0,4583.0,6.9168,20.573,10.9893,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2010,34036.0,8642.0,5467.0,85264.0,8452.0,4547.0,6.606,19.6145,9.9127,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2011,35058.0,7989.0,5693.0,100165.0,15697.0,4811.0,6.1404,16.3615,15.6711,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2012,35957.0,8112.0,4889.0,100409.0,14695.0,4905.0,4.875,18.0021,14.6351,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2013,33306.0,6141.0,3716.0,96055.0,14709.0,4770.0,3.7829,15.3276,15.3131,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2014,31999.0,6696.0,4390.0,97392.0,14935.0,4667.0,4.5387,19.2787,15.3349,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2015,34861.0,7085.0,4287.0,102321.0,16589.0,5082.0,4.2932,16.4138,16.2127,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2016,34708.0,7489.0,4709.0,104672.0,18589.0,5172.0,4.5499,18.8256,17.7593,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2017,36221.0,7112.0,8416.0,99813.0,15601.0,5472.0,8.2314,16.0239,15.6302,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2018,35677.0,5845.0,4306.0,111408.0,24640.0,5894.0,4.0772,13.1065,22.1169,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2019,37631.0,6882.0,2754.0,112630.0,25933.0,6020.0,2.4585,8.1077,23.0249,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2020,37369.0,7583.0,12294.0,114413.0,23675.0,5530.0,10.8297,37.7666,20.6926,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2021,39175.0,8729.0,6223.0,120242.0,22414.0,5692.0,5.304,20.7428,18.6407,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2022,45389.0,11226.0,8371.0,126722.0,21212.0,6706.0,6.7791,23.4771,16.739,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2023,41618.0,9188.0,5400.0,126464.0,18422.0,8933.0,4.2656,16.75,14.567,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2024,44286.0,8535.0,5560.0,132798.0,17906.0,7394.0,4.2891,16.3754,13.4836,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SANOFI(1).xlsx,Sanofi SA (SAN FP) - Adjusted,EUR,TRT-0010,Mapped,2025,46716.0,9394.0,7813.0,126805.0,20329.0,7842.0,6.0192,13.5799,16.0317,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,1998,,12.5589,,110.3,1.2065,,11.77,9.43,1.0935,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,1999,,30.619,,866.6,88.403,,2.57,22.87,10.2016,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2000,,80.145,,994.7,85.687,,7.59,23.32,8.6145,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2001,563.2,79.71,35.7,3831.0,272.891,,1.48,14.15,7.1232,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2002,1047.0,136.3356,-884.5,5052.0,400.4234,,-20.39,13.02,7.926,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2003,1211.6,471.016,276.1,2585.2,376.307,,7.23,38.88,14.5563,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2004,,-1471300.0,-1653200.0,4650000.0,6662.0,,-71.07,,0.1433,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2005,,-2325.4,-2342.0,5253.3,7.4,,-0.1,,0.1409,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
SHIRE(1).xlsx,Shire PLC (SHP LN) - BBG Adjusted,USD,TRT-0045,Mapped,2006,,-2460.5,-2495.2,5573.5,10.4,,-46.09,,0.1866,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
