Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0040,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,orpea acquires remaining 55 stake in groupe sinoue,No,No,False,,,2019-09-24,2019-09-24,2019,Completed,Orpea Acquires Remaining 55 % Stake in Groupe Sinoue,Majority Acquisition,France,Emeis SA,emeis,Groupe Sinoue,groupe sinoue,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0041,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hero wellbeing hero acquires the balanced you,No,No,False,,,2019-08-20,2019-08-20,2019,Completed,Hero Wellbeing (Hero) Acquires The Balanced You,Majority Acquisition,United Kingdom,Hero Wellbeing Ltd,hero wellbeing,The Balanced You,balanced you,,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0042,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,canopy growth acquires beckley canopy therapeutics,No,No,False,,,2019-08-09,2019-10-15,2019,Completed,Canopy Growth Acquires Beckley Canopy Therapeutics,100% Acquisition,United Kingdom,Canopy Growth Corp,canopy growth,Beckley Canopy Therapeutics Ltd,beckley canopy therapeutics,,,Not collected,Not collected,No,3,3,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0043,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,nec acquires oncoimmunity,No,No,False,,,2019-07-29,2019-07-29,2019,Completed,NEC Acquires OncoImmunity,100% Acquisition,Norway,NEC Corp,nec,NEC OncoImmunity AS,nec oncoimmunity,,,Not collected,Not collected,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0044,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,boehringer ingelheim acquires amal therapeutics,No,No,False,,,2019-07-15,2019-07-15,2019,Completed,Boehringer Ingelheim Acquires Amal Therapeutics,100% Acquisition,Switzerland,Boehringer Ingelheim International GmbH,boehringer ingelheim international,Amal Therapeutics SA,amal therapeutics,366.0,,Not collected,Not collected,Yes,8,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0045,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,lifespan biosciences acquires nordic mubio,No,No,False,,,2019-07-08,2019-07-08,2019,Completed,LifeSpan BioSciences Acquires Nordic MUbio,100% Acquisition,The Netherlands,LifeSpan Biosciences Inc,lifespan biosciences,Nordic-MUbio BV,nordic mubio,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0046,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,b braun avitum acquires nephtec,No,No,False,,,2019-07-04,2019-07-04,2019,Completed,B. Braun Avitum Acquires Nephtec,100% Acquisition,Germany,B. Braun Avitum AG,b braun avitum,Nephtec GmbH,nephtec,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0047,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,tekni plex acquires lameplast from aksia group,No,No,False,,,2019-07-02,2019-07-02,2019,Completed,Tekni-Plex Acquires Lameplast from Aksia Group,Majority Acquisition,Italy,Tekni-Plex Inc,tekni plex,Lameplast SpA,lameplast,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0048,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,abbvie acquires allergan,No,No,False,,,2019-06-25,2020-05-08,2020,Completed,AbbVie Acquires Allergan,100% Acquisition,Ireland,AbbVie Inc,abbvie,Allergan Ltd,allergan,85737.0,,Not collected,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0049,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pfizer acquires therachon for,Yes,No,False,,,2019-05-08,2019-07-01,2019,Completed,Pfizer Acquires Therachon for USD810 Million,100% Acquisition,Switzerland,Pfizer Inc,pfizer,Therachon AG (Inactive),therachon,810.0,,Not collected,Not collected,Yes,6,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0050,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ever pharma acquires amneal deutschland,No,No,False,,,2019-05-06,2019-05-06,2019,Completed,EVER Pharma Acquires Amneal Deutschland,100% Acquisition,Germany,EVER Neuro Pharma GmbH,ever neuro pharma,EVER Pharma GmbH,ever pharma,,,Not collected,Not collected,Yes,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0051,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,perkinelmer acquires cisbio bioassays,No,No,False,,,2019-04-25,2019-04-25,2019,Completed,PerkinElmer Acquires Cisbio Bioassays,100% Acquisition,France,Revvity Inc,revvity,Cisbio Bioassays,cisbio bioassays,,,Not collected,Not collected,Yes,4,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0052,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hansa biopharma divests its equity stake in genovis,No,No,False,,,2019-04-15,2019-04-15,2019,Completed,Hansa Biopharma Divests its Equity Stake in Genovis,Minority Acquisition,Sweden,Undisclosed,undisclosed,Genovis AB,genovis ab,10.0,,Not collected,Not collected,Yes,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0053,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,gyroscope therapeutics merges with orbit biomedical,Yes,No,False,,,2019-04-11,2019-04-11,2019,Completed,Gyroscope Therapeutics Merges with Orbit Biomedical,,"United Kingdom , United States",Gyroscope Therapeutics Holdings Plc,gyroscope therapeutics,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,orbit biomedical gyroscope therapeutics,,,Not collected,Not collected,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0054,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,trinetx acquires custodix,Yes,No,False,,,2019-04-02,2019-04-02,2019,Completed,TriNetX Acquires Custodix,100% Acquisition,Belgium,TriNetX LLC,trinetx,Custodix NV,custodix,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0055,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,zentiva acquires creo pharma,No,No,False,,,2019-04-01,2019-04-01,2019,Completed,Zentiva Acquires Creo Pharma,100% Acquisition,United Kingdom,Zentiva Group AS,zentiva,Creo Pharma Ltd (Inactive),creo pharma,,EUR,Partial,Partial event window — 5/7 years covered,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,True,True,True
CTL-0056,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,boehringer ingelheim acquires icd therapeutics,No,No,False,,,2019-03-29,2019-03-29,2019,Completed,Boehringer Ingelheim Acquires ICD Therapeutics,100% Acquisition,Germany,Boehringer Ingelheim International GmbH,boehringer ingelheim international,ICD Therapeutics GmbH,icd therapeutics,,,Not collected,Not collected,Yes,9,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0057,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pfizer acquires 15 stake in vivet therapeutics for,No,No,False,,,2019-03-20,2019-03-20,2019,Completed,Pfizer Acquires 15% Stake in Vivet Therapeutics for USD51 Million,Minority Acquisition,France,Pfizer Inc,pfizer,Vivet Therapeutics SAS,vivet therapeutics,51.0,,Not collected,Not collected,Yes,8,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0058,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biogen acquires nightstar therapeutics,No,No,False,,,2019-03-04,2019-06-07,2019,Completed,Biogen Acquires Nightstar Therapeutics,100% Acquisition,United Kingdom,Biogen Inc,biogen,Nightstar Therapeutics PLC (Inactive),nightstar therapeutics,877.0,,Not collected,Not collected,Yes,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0059,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,charles river labs acquires citoxlab for,No,No,False,,,2019-02-13,2019-04-29,2019,Completed,Charles River Labs Acquires Citoxlab for USD510 Million,100% Acquisition,France,Charles River Laboratories International Inc,charles river laboratories international,CiToxLAB Group,citoxlab,510.0,,Not collected,Not collected,Yes,3,7,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0060,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,neuraxpharm acquires farmax from svus pharma,No,No,False,,,2019-02-01,2019-02-01,2019,Completed,Neuraxpharm Acquires Farmax from SVUS Pharma,100% Acquisition,Czech Republic,Neuraxpharm UK Ltd,neuraxpharm uk,Neuraxpharm Bohemia sro,neuraxpharm bohemia sro,,,Not collected,Not collected,Yes,1,7,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0061,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hitachi chemical acquires apceth biopharma from apceth for,No,No,False,,,2019-01-31,2019-04-04,2019,Completed,Hitachi Chemical Acquires apceth Biopharma from apceth for USD86 Million,100% Acquisition,Germany,Minaris Regenerative Medicine LLC,minaris regenerative medicine,Minaris Regenerative Medicine GmbH,minaris regenerative medicine,86.0,,Not collected,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0062,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,vital therapies acquires immunic,No,No,False,,,2019-01-06,2019-04-12,2019,Completed,Vital Therapies Acquires Immunic,100% Acquisition,Germany,Immunic Inc,immunic,Immunic AG,immunic,,,Not collected,Not collected,No,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0063,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,amarox acquires tarbis farma from grupo ferrer,No,No,False,,,2019-01-02,2019-01-02,2019,Completed,Amarox Acquires Tarbis Farma from Grupo Ferrer,100% Acquisition,Spain,Amarox Ltd,amarox,Tarbis Farma SL,tarbis farma,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0064,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,recordati acquires tonipharm,No,No,False,,,2018-12-21,2018-12-31,2018,Completed,Recordati Acquires Tonipharm,100% Acquisition,France,Recordati SpA,recordati,Laboratoires Tonipharm,laboratoires tonipharm,,EUR,Complete,Partial event window — 6/7 years covered,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,True,True,True,True
CTL-0065,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,fuji pharma acquires 4 2 stake in alvotech for,No,No,False,,,2018-12-17,2018-12-17,2018,Completed,Fuji Pharma Acquires 4.2% Stake in Alvotech for USD50 Million,Minority Acquisition,Iceland,Fuji Pharma Co Ltd,fuji pharma,Alvotech SA,alvotech,50.0,,Not collected,Not collected,No,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,False
CTL-0066,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,bravo bidco boston scientific acquires btg for,Yes,No,False,,,2018-11-20,2019-08-19,2019,Completed,Bravo Bidco (Boston Scientific) Acquires BTG for USD4.24 Billion,100% Acquisition,United Kingdom,Bravo Bidco Ltd,bravo bidco,BTG Ltd,btg,4239.0,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0067,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,aphria acquires cc pharma,Yes,No,False,,,2018-11-05,2019-01-09,2019,Completed,Aphria Acquires CC Pharma,Majority Acquisition,Germany,Aphria Inc,aphria,CC Pharma GmbH,cc pharma,28.0,,Not collected,Not collected,No,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0068,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hifibio therapeutics acquires h immune therapeutics,No,No,False,,,2018-10-15,2018-10-15,2018,Completed,HiFiBiO Therapeutics Acquires H-Immune Therapeutics,100% Acquisition,France,HiFiBiO SAS,hifibio,H-Immune SAS,h immune,,,Not collected,Not collected,No,12,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0069,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,mundipharma acquires 100 stake in cinfa biotech from infarco,No,No,False,,,2018-10-10,2018-10-10,2018,Completed,Mundipharma Acquires 100% Stake in Cinfa Biotech from Infarco,100% Acquisition,Spain,Mundipharma International Ltd,mundipharma international,Mundipharma Biologics SL,mundipharma biologics,,,Not collected,Not collected,No,1,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0070,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,fina biotech merges with biofina diagnostics,No,No,False,,,2018-10-04,2018-10-04,2018,Completed,Fina Biotech Merges with Biofina Diagnostics,,Spain,,,Fina Biotech SL; Biofina Diagnostics S.L.,fina biotech biofina diagnostics s l,,,Not collected,Not collected,Yes,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0071,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,roche acquires tusk therapeutics,No,No,False,,,2018-09-28,2018-09-28,2018,Completed,Roche Acquires Tusk Therapeutics,100% Acquisition,United Kingdom,F. Hoffmann-La Roche Ltd,f hoffmann la roche,Tusk Therapeutics Ltd,tusk therapeutics,766.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,True,True
CTL-0072,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,clinigen acquires iqone healthcare for,No,No,False,,,2018-09-27,2018-10-09,2018,Completed,Clinigen Acquires iQone Healthcare for USD8.8 Million,100% Acquisition,Switzerland,Clinigen Ltd,clinigen,iQone Healthcare Switzerland,iqone healthcare switzerland,9.0,,Not collected,Not collected,Yes,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0073,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ingenza acquires stake in amprologix,Yes,No,False,,,2018-09-20,2018-09-20,2018,Completed,Ingenza Acquires Stake in Amprologix,Minority Acquisition,United Kingdom,Ingenza Ltd,ingenza,Amprologix Ltd,amprologix,,,Not collected,Not collected,No,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0074,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,boehringer ingelheim acquires viratherapeutics for,No,No,False,,,2018-09-13,2018-09-13,2018,Completed,Boehringer Ingelheim Acquires ViraTherapeutics for USD210 Million,100% Acquisition,Austria,Boehringer Ingelheim International GmbH,boehringer ingelheim international,ViraTherapeutics GmbH,viratherapeutics,244.0,,Not collected,Not collected,Yes,9,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0075,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,telix pharma acquires atlab pharma for,Yes,No,False,,,2018-09-11,2018-09-11,2018,Completed,Telix Pharma Acquires Atlab Pharma for USD10 Million,100% Acquisition,France,Telix Pharmaceuticals Ltd,telix pharmaceuticals,ATLAB Pharma SAS,atlab pharma,10.0,,Not collected,Not collected,No,7,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0076,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,huadong medicine acquires sinclair pharma,No,No,False,,,2018-08-28,2018-11-19,2018,Completed,Huadong Medicine Acquires Sinclair Pharma,100% Acquisition,United Kingdom,"China Grand Enterprises, Inc.; Huadong Medicine Co Ltd",china grand enterprises huadong medicine,Sinclair Pharma Ltd,sinclair pharma,222.0,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0077,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,emergent biosolutions acquires adapt pharma for,No,No,False,,,2018-08-28,2018-10-15,2018,Completed,Emergent BioSolutions Acquires Adapt Pharma for USD735 Million,100% Acquisition,Ireland,Emergent BioSolutions Inc,emergent biosolutions,Adapt Pharma Ltd,adapt pharma,735.0,,Not collected,Not collected,No,4,6,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0078,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,astellas pharma acquires quethera,No,No,False,,,2018-08-10,2018-08-10,2018,Completed,Astellas Pharma Acquires Quethera,100% Acquisition,United Kingdom,Astellas Pharma Inc,astellas pharma,Quethera Ltd,quethera,109.0,,Not collected,Not collected,Yes,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0079,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sangamo therapeutics acquires txcell,No,No,False,,,2018-07-20,2018-10-01,2018,Completed,Sangamo Therapeutics Acquires TxCell,100% Acquisition,France,Sangamo Therapeutics Inc,sangamo therapeutics,Sangamo Therapeutics France SAS,sangamo therapeutics france,84.0,,Not collected,Not collected,No,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0080,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ryboquin acquires nanogenic solutions,No,No,False,,,2018-07-19,2018-07-19,2018,Completed,Ryboquin Acquires Nanogenic Solutions,100% Acquisition,United Kingdom,Ryboquin Co Ltd,ryboquin,Nanogenic Solutions Ltd,nanogenic solutions,,,Not collected,Not collected,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0081,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,eurobio scientific acquires dendritics,No,No,False,,,2018-07-16,2018-07-16,2018,Completed,Eurobio Scientific Acquires Dendritics,100% Acquisition,France,Eurobio Scientific SA,eurobio scientific,Dendritics,dendritics,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0082,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,nupharm acquires laboratoire biodim from pharma omnium international,No,No,False,,,2018-07-03,2018-07-03,2018,Completed,NuPharm Acquires Laboratoire Biodim from Pharma Omnium International,100% Acquisition,France,Neuraxpharm UK Ltd,neuraxpharm uk,Neuraxpharm France SAS,neuraxpharm france,,,Not collected,Not collected,Yes,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0083,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sophia genetics acquires interactive biosoftware,No,No,False,,,2018-06-16,2018-06-16,2018,Completed,Sophia Genetics Acquires Interactive Biosoftware,100% Acquisition,France,Sophia Genetics SA,sophia genetics,Interactive Biosoftware SAS,interactive biosoftware,,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0084,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,orion biotechnology canada acquires k2 biomedical,No,No,False,,,2018-06-14,2018-06-14,2018,Completed,Orion Biotechnology Canada Acquires K2 Biomedical,100% Acquisition,Poland,Orion Biotechnology Canada Ltd,orion biotechnology canada,K2 Biomedical Sp. z o.o.,k2 biomedical sp z o o,,,Not collected,Not collected,No,8,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0085,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,gammadelta therapeutics acquires lymphocyte activation technologies,No,No,False,,,2018-06-05,2018-06-05,2018,Completed,GammaDelta Therapeutics Acquires Lymphocyte Activation Technologies,100% Acquisition,Portugal,GammaDelta Therapeutics Ltd,gammadelta therapeutics,Lymphocyte Activation Technologies SA,lymphocyte activation technologies,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0086,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,vectalys and flashcell merge,No,No,False,,,2018-05-16,2018-05-16,2018,Completed,Vectalys and FlashCell Merge,,France,Flash Therapeutics SAS,flash therapeutics,Vectalys SAS (Inactive); FlashCell SAS (Inactive),vectalys flashcell,4.0,,Not collected,Not collected,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0087,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,takeda pharma acquires shire,No,No,False,,,2018-04-24,2019-01-07,2019,Completed,Takeda Pharma Acquires Shire,100% Acquisition,Ireland,Takeda Pharmaceutical Co Ltd,takeda pharmaceutical,Shire Pharmaceuticals International UC,shire pharmaceuticals international uc,62200.0,,Not collected,Not collected,Yes,7,4,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0088,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,deinove acquires biovertis and morphochem,No,No,False,,,2018-04-13,2018-05-23,2018,Completed,Deinove Acquires Biovertis and Morphochem,100% Acquisition,"Australia , Germany",Deinove SAS,deinove,Morphochem AG; Biovertis AG,morphochem biovertis,1.0,,Not collected,Not collected,No,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0089,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,alexion acquires wilson therapeutics for,No,No,False,,,2018-04-11,2018-06-30,2018,Completed,Alexion Acquires Wilson Therapeutics for USD852 Million,100% Acquisition,Sweden,Alexion Pharma Nordics AB,alexion pharma nordics ab,Wilson Therapeutics AB,wilson therapeutics ab,852.0,,Not collected,Not collected,No,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0090,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,promethera biosciences acquires baliopharm,No,No,False,,,2018-04-10,2018-04-10,2018,Completed,Promethera Biosciences Acquires Baliopharm,100% Acquisition,Switzerland,Promethera Biosciences SA,promethera biosciences,Baliopharm AG,baliopharm,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0091,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,perfect concept acquires 35 stake in china oncology focus,No,No,False,,,2018-03-14,2018-03-14,2018,Completed,Perfect Concept Acquires 35% Stake in China Oncology Focus,Minority Acquisition,United Kingdom,Perfect Concept Holdings Ltd,perfect concept,China Oncology Focus Ltd,china oncology focus,0.0,,Not collected,Not collected,No,1,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0092,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,boston scientific acquires emcision,No,No,False,,,2018-03-05,2018-03-05,2018,Completed,Boston Scientific Acquires EMcision,100% Acquisition,United Kingdom,Boston Scientific Corp,boston scientific,Emcision Ltd (Inactive),emcision,,,Not collected,Not collected,Yes,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0093,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sanofi acquires ablynx for,Yes,No,False,,,2018-01-29,2018-06-19,2018,Completed,Sanofi Acquires Ablynx for USD4.85 Billion,100% Acquisition,Belgium,Sanofi,sanofi,Ablynx NV,ablynx,4847.0,,Not collected,Not collected,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
