Deal_ID,Initial_Group,Final_Classification,Classification_Confidence,Initial_Treatment,Final_Treatment,Main_DiD_Decision,Acquirer,Target,Completion_Year,Relative_Year,Calendar_Year,Post_Excluding_t0,Post_Including_t0,Treatment_x_Post,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,Patent_Family_Count,Citation_Weighted_Output,Cross_Border_Flag,Deal_Value_USD_m,Financial_Row_Complete,Patent_Row_Complete,Panel_Notes
CTL-0037,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,,Cato Research LLC (Inactive); Specialized Medical Services-oncology BV (Inactive),2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0037,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,,Cato Research LLC (Inactive); Specialized Medical Services-oncology BV (Inactive),2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0037,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,,Cato Research LLC (Inactive); Specialized Medical Services-oncology BV (Inactive),2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0037,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,,Cato Research LLC (Inactive); Specialized Medical Services-oncology BV (Inactive),2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0037,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,,Cato Research LLC (Inactive); Specialized Medical Services-oncology BV (Inactive),2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,-3,2017,0,0,,44.2803,-8.793,11.4095,587.4154,,,2.0474,-19.8576,,,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,-2,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,-1,2019,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,0,2020,0,1,,,,,,,,,,,1.0,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,1,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,2,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0038,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,LaborMed Pharma SA,2020,3,2023,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0039,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,MeiraGTx Holdings Plc,Arthrogen BV,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0040,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Emeis SA,Groupe Sinoue,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0041,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Hero Wellbeing Ltd,The Balanced You,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0042,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Canopy Growth Corp,Beckley Canopy Therapeutics Ltd,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0043,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,NEC Corp,NEC OncoImmunity AS,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0044,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,Amal Therapeutics SA,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,366.0,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0045,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0046,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,B. Braun Avitum AG,Nephtec GmbH,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0047,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Tekni-Plex Inc,Lameplast SpA,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,-3,2017,0,0,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,-2,2018,0,0,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,-1,2019,0,0,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,0,2020,0,1,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,1,2021,1,1,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,2,2022,1,1,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0048,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,AbbVie Inc,Allergan Ltd,2020,3,2023,1,1,,,,,,,,,,,,,Unknown,85737.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,0,2019,0,1,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,1,2020,1,1,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,2,2021,1,1,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0049,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Pfizer Inc,Therachon AG (Inactive),2019,3,2022,1,1,,,,,,,,,,,,,Unknown,810.0,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0050,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,EVER Neuro Pharma GmbH,EVER Pharma GmbH,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0051,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Revvity Inc,Cisbio Bioassays,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0052,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Undisclosed,Genovis AB,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,10.0,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0053,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0054,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,TriNetX LLC,Custodix NV,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,-3,2016,0,0,,43.092,-6.7477,9.9192,530.3736,,,1.8976,-15.6588,,1.0,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,-2,2017,0,0,,44.2803,-8.793,11.4095,587.4154,,,2.0474,-19.8576,,,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,1,2020,1,1,,,,,,,,,,,1.0,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,2,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0055,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Zentiva Group AS,Creo Pharma Ltd (Inactive),2019,3,2022,1,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0056,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,ICD Therapeutics GmbH,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0056,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,ICD Therapeutics GmbH,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0056,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,ICD Therapeutics GmbH,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,,No,No,
CTL-0056,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,ICD Therapeutics GmbH,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,,No,No,
CTL-0056,Candidate alternative-rationale group,Not reviewed,Not assessed,0,,Review,Boehringer Ingelheim International GmbH,ICD Therapeutics GmbH,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
